locus	normal.female1	normal.female2	normal.female3	normal.female4	normal.female5	normal.male1	normal.male2	normal.male3	normal.male4	normal.male5
1:14501-14600	-0.0578861382984711	-0.276598262014638	-0.308194463762686	0.218061012362481	0.154725141678931	0.202291700339473	-0.187891922114788	-0.00616669985485293	0.299882065512602	-0.166344196674704
1:15001-15100	0.243854553608749	-0.442731854797245	0.418934783147182	-0.290828856811037	-0.363975053464281	-0.0533303281614653	-0.303703465290653	-0.333436887137062	-0.398703090699917	-0.205991800303159
1:15501-15600	-0.244901165952763	-0.403581592743078	-0.207031423563566	0.407059431207611	0.0495046870659031	0.0521287006142306	-0.420807121490332	0.26203056334056	0.35280890987907	0.081416834049384
1:16001-16100	0.0401327402586958	-0.572241411523593	-0.0348526468223037	0.0916937414448602	-0.251946487830948	-0.290828202201903	-0.121640689977374	-0.275107874675873	0.500113542550116	0.894576091985097
1:16501-16600	0.349388406660108	-0.167718809608993	-0.0586203182950612	-0.0570623393620046	0.615221044914921	0.18982601276908	0.391890296305328	0.0304720831598378	-0.415534078786024	-0.087277655932899
1:17001-17100	-0.37952869623671	0.428565568917594	-0.106795552474533	-0.0866421894008514	0.10990850677819	0.234471531966328	0.134857390789747	0.131968050571668	-0.132249362321929	0.388569792773815
1:17501-17600	0.0414188149861024	-0.0699251905099765	0.038293967682027	-0.269432278086804	0.236166995257022	0.247665748631457	0.117453636227044	0.189830867789806	-0.194747016354843	0.422066241365629
1:18001-18100	-0.514570125940355	-0.31151510099208	-0.297664069379997	0.281906423082681	-0.123319939343483	0.246665534615957	-0.00250555341211136	-0.0795506025189342	0.0740034562700443	0.213024053336506
1:18501-18600	0.107145631589409	0.0462891695999888	0.131745945945157	-0.00696892352822701	-0.0169322957353995	0.191478994568624	-0.262718993470051	0.17336969227411	-0.0251049761235091	0.205005140494857
1:19001-19100	-0.119571022625583	0.244298363269691	-0.0873238051067975	0.067330949453718	-0.0069258600524127	-0.00985258227099957	0.071369790991089	-0.166676895487077	0.16877162588923	-0.0847771085273723
1:19501-19600	-0.261782123849818	0.231224689837891	-0.274564231285966	-0.161851915196473	-0.32468479723233	0.406280152687735	0.449264686924681	-0.323305457208269	-0.00763330145546751	-0.424850188949262
1:20001-20100	-0.343337472731927	-0.195122832726864	0.00313936268317824	-0.320352004940988	0.0364058562055485	0.397867880836167	0.354050860044473	0.301469994657084	0.45733967805614	-0.166070105821424
1:20501-20600	-0.041428786180679	-0.160653878638426	0.0509057938038429	0.0311504055047074	-0.53915885066853	-0.390055098377559	-0.147890336153046	-0.251450473693906	0.189053314926939	0.327776014246869
1:21001-21100	0.215965746793617	0.405233874317651	0.296390200437593	0.126027839041193	0.290289169266241	-0.359238202727243	0.00545710204269658	0.0597783746766389	-0.0303697757584709	0.147984457092451
1:21501-21600	0.00234301907054338	0.147613077614259	-0.219024934022636	0.175686131948821	0.122403844058092	-0.998958274303569	-0.429379428902833	0.110591467452545	0.145779779031766	0.0770339380963661
1:22001-22100	-0.0671499798665816	-0.743120203965744	0.287686463513915	0.2248966698991	-0.622559790607919	-0.0800690836568622	0.327894594515275	0.130966071093862	0.24466869682204	-0.324850883211645
1:22501-22600	0.100775029566067	0.540287340192925	-0.162476890375842	-0.289298505904493	0.421558944153487	0.191098059852309	-0.0532375650737073	0.339727570986877	-0.271254247747616	-0.803443041829921
1:23001-23100	-0.455432288816359	-0.282147685678379	-0.232621302498936	0.29298152083984	0.446869035713276	-0.449042344519126	-0.0976195016263571	-0.414000581478727	0.4321044625928	-0.117777333087126
1:23501-23600	-0.190413616919448	0.131554384425928	0.277035405422385	0.621008214693841	0.169488520952722	0.429424305623659	-0.461951466460816	-0.0798896142295265	-0.201576280941861	0.0452858635547731
1:24001-24100	0.138790413057568	-0.374411888900222	0.0582051120809782	-0.425291347960682	-0.695145711921506	-0.402464387019603	-0.345485741024197	0.534689438247486	0.0541483867365716	-0.107570384671664
1:24501-24600	0.857867551513929	0.54028695822627	-0.459937530983077	-0.460470137575968	0.00284738230139857	-0.0425646559448519	-0.264049922717357	-0.36242377989634	0.488104538963025	-0.260645547085832
1:25001-25100	-0.0497668264303308	0.402561898550042	-0.0124237432944035	-0.0671754613935784	0.00321235457923286	-0.235400321988051	-0.157280250862749	0.00923807513050373	-0.0250274809811669	0.437488674437933
1:25501-25600	-0.493118058098872	0.104116648742533	-0.0510528778954036	0.0226162382930042	-0.105852519011141	0.0699298636480586	-1.0190134706133	-0.101043796850514	-0.194009718437737	0.40202158257058
1:26001-26100	-0.661212666961743	-0.178317129428121	-0.392981626264287	-0.0360580034812368	-0.0503697219055844	-0.0324329845920334	-0.416193354847652	0.463516167165632	0.161567182142622	-0.0718634083024778
1:26501-26600	-0.297357001310609	0.471932015183214	0.112017355085295	-0.48183806727397	-0.157697021698264	0.456506850780726	0.54326801389828	-0.295337690263613	0.333700781433559	0.575276507745781
1:27001-27100	0.131565133884755	-0.53550778771372	-0.135157755458746	0.65146435829757	0.162690853381927	-0.125441694744077	-0.316759685354814	0.402758141535966	-0.283606636758846	0.592477716871019
1:27501-27600	-0.220513489746229	-0.0572372528657716	0.266256970431706	-0.367780280171926	0.238902099873718	-0.119729407063541	0.0920934454884054	-0.177621426280172	0.162062708325607	0.283671640273027
1:28001-28100	-0.576349115934137	-0.420006084272359	0.480419105454381	0.110314390478939	-0.111989845667017	-0.17080496542732	0.0536357869951152	0.281288399665178	0.138956382617202	0.392619003700478
1:28501-28600	-0.000533553447400091	-0.0794559262245118	-0.306692309767252	0.18716971123292	-0.198942787907147	0.401910080893729	0.126648696946834	-0.00658825682189193	-0.0307475904753354	0.089651030994225
1:29001-29100	-0.0887891326570973	0.215001977794493	-0.0537662108058924	-0.315799798149585	0.130522918695422	-0.656522703957751	-0.477529335167302	0.329086719185678	-0.139255974546481	0.0101465403277831
1:29501-29600	-0.387884204698521	0.329925997190994	-0.0687025222834496	0.415179221787445	-0.196124586581256	-0.38441748470613	-0.412343815755683	0.564724259819372	0.3300077493464	-0.0554006469861776
1:30001-30100	0.0739551511613051	0.26084773200443	0.678116541805707	0.37371274742809	-0.257157989541866	0.430181356437543	0.654847294937648	0.0340768678884042	-0.0706034633863246	0.27206227126162
1:30501-30600	-0.227354187130585	0.000897547981487623	-0.337123916322379	0.149115091497437	-0.395603325749501	0.415152983603687	-0.0933077396742521	0.266928063891846	-0.316097748694653	0.227514639992383
1:31001-31100	-0.179588351889752	0.0262290304663947	-0.0118833191262381	-0.199284215264833	-0.249330853029474	0.339884482650787	0.103057896550751	0.116568147028741	0.0944853791523229	-0.199513460462312
1:31501-31600	0.186225714781779	-0.0499191170388751	0.244154405554386	0.124542646523084	-0.437013107383901	-0.00398811110630416	0.0466883465410393	0.362995551079802	0.0977011534929033	-0.166155366444563
1:32001-32100	-0.0163608532683481	-0.196309313060568	0.29277368810591	-0.123096356560289	-0.378123423259513	-0.702417084198114	-0.214032694031088	-0.241364123959582	0.175528650290461	0.171405789183156
1:32501-32600	-0.38043452457865	-0.336940378514867	-0.141902773601339	0.191796623559347	0.397334779800213	0.0469731180170785	0.0131793314362403	-0.19814902440559	-0.408377728538843	0.299967281052723
1:33001-33100	0.294027761063675	0.169457233542698	0.110554938818927	-0.0376274032830675	-0.42153565670187	0.111758744726688	0.119307677970633	-0.125160062285693	-0.0541474002804792	-0.372078630526487
1:33501-33600	0.296880503758186	-0.16701537545128	-0.448256255998511	-0.229341274309154	0.465701401040202	-0.0138221947173254	0.0589332669784854	-0.04918548002791	-0.117506591808829	-0.152436870208912
1:34001-34100	0.211380565839121	0.308657945811625	0.408505572448046	-0.0968009892798493	-0.398847254687579	-0.180333742155971	-0.0856260939438438	-0.381515796080518	-0.557035303213642	0.567574530925989
1:34501-34600	0.311752668085938	0.0755928515345362	-0.0314738758747194	-0.349001834773891	0.154077231289793	0.0437640769514742	-0.0837012163593227	0.730884316700042	0.338603935676613	0.459789469257638
1:35001-35100	0.0918808226572559	-0.174493719727094	0.0371185118180686	0.238584819311051	-0.0748099951741803	-0.559662134703216	0.218263750602253	0.185609334074867	-0.109356389624944	0.00933909085369561
1:35501-35600	-0.460328229874476	0.234140591224755	-0.357758644901406	0.286653564924042	-0.0786556521060975	0.43796941371018	0.398801948985438	0.231158967090672	-0.26498593166101	0.0359490499321117
1:36001-36100	-0.368052059111579	-0.200675423210805	0.217914285932554	-0.00195738574390722	-0.00342934393274885	-0.263242332324121	0.22343128120208	-0.0261192086445134	0.274701694289706	-0.179564494062819
1:36501-36600	0.0922299021317213	-0.460230099477318	-0.280103570394143	-0.295510346430954	0.0486078349226019	-0.406833793435	-0.176675757910865	0.201296061945876	-0.160277672867527	0.229726087716739
1:37001-37100	0.388359458836739	-0.109351453797978	0.687139511337632	0.104110538076539	-0.332161914292502	-0.288213343994852	-0.343433154759793	0.0993254091858993	-0.22648187412019	-0.0902872254446996
1:37501-37600	-0.273907251411649	-0.409068853119802	-0.308216838794637	0.420057796024212	0.436836307527523	-0.287701627713857	0.0141284472689066	-0.162344044927427	0.423133540224388	-0.055563823472219
1:38001-38100	0.102294832972257	0.438018199956096	-0.529727054587913	-0.0738472870210178	0.200219060719381	0.350130930664217	0.326709300877498	-0.161833534845513	0.272267933868613	-0.0151880978456079
1:38501-38600	0.0877700174626489	-0.247999175140419	-1.05626203507828	0.0785322365804937	-0.131440396496296	-0.242350309647292	0.0690415353719981	-0.288877828873057	-0.16781870471721	-0.363520465933458
1:39001-39100	-0.408340291983348	0.0965197442231715	-0.416475404374576	0.0368783194836901	0.0779909165595087	-0.700190828730091	0.395071864936505	0.369246812001386	0.170597329952782	-0.141884986938474
1:39501-39600	0.16528403113937	-0.256134980771734	0.356183707756445	-0.33506372158259	-0.28073727082242	0.000734064376736384	-0.140446327222125	0.534944716297511	0.199840939422611	-0.198063400450596
1:40001-40100	0.576267323769997	0.4550192984369	-0.0343497909156181	0.0341356303859362	-0.00555239115315416	0.121461724074717	-0.155898843537774	0.247477343292819	0.184986068929052	-0.359718447791596
1:40501-40600	0.3589548146459	-0.0767950717996018	-0.175450269263171	0.183773400338926	0.171724629267657	0.0353189613811398	0.0301586058962996	-0.727005077928962	-0.206543818118881	0.210000664092612
1:41001-41100	0.0458670522950349	-0.29938410747043	0.0556491467208123	-0.03002581453827	0.367455557156265	0.119337951241409	-0.396557036307515	0.210522642130793	-0.173123780741929	-0.0711112278175886
1:41501-41600	-0.0267371331287108	0.547996997316268	-0.038107745992149	0.246089541964927	0.24260153475445	-0.0658179631024959	-0.104191561811449	0.27811241683365	0.228214578441345	-0.242307776216977
1:42001-42100	-0.346302202456044	-0.336683378251547	-0.0337964290917628	-0.382332195785112	0.422395942175128	0.104046298837028	-0.51922995608482	-0.216057693430947	0.119097167668364	-0.105313885700642
1:42501-42600	-0.0554992821625726	-0.393970552602945	0.228584847563882	0.122127142928772	0.357603206449085	-0.116748861848017	0.260804605531669	0.00466156997495586	0.412780492643854	-0.444948040103943
1:43001-43100	0.686814753325059	-0.238689689100075	0.167911456999005	0.548660302753294	0.0895524834743019	-0.0106945824644742	0.0671631434307767	0.0280760068409182	-0.0819420071659334	0.0808788408420409
1:43501-43600	0.0702842918155716	0.164872823719954	-0.0334955395172339	0.46120860210234	-0.206082664160275	0.244178480701378	0.0761687232017284	0.0593412519836832	0.0565950074837418	-0.234508851203879
1:44001-44100	-0.129594446383399	-0.500162022038629	-0.155807444697081	-0.410079112920602	0.484647215479452	0.287761129310302	-0.128170056302696	-0.229017615103566	0.326102235704253	0.132387391045092
1:44501-44600	0.00443953604009561	-0.0498031955263512	0.0420422171852814	-0.320037560013741	-0.0177495091560134	-0.0268642692977846	0.207483672303125	-0.0697241169216346	-0.166102681303618	-0.334306705584835
1:45001-45100	0.215504719388831	0.191034567858492	0.00800009442349501	0.0830469467691514	-0.137990193671409	0.038684243407781	-0.332296314284052	-0.0581729844264033	-0.284908591358574	-0.196805065268968
1:45501-45600	-0.234863571292955	0.832669848792866	0.136937207263621	-0.00509597264752148	0.554101800374787	-0.203908529511687	0.00272273029134503	0.0918530474519867	0.0340435995867942	0.0680769781455202
1:46001-46100	-0.0344802903200157	-0.449037073181682	0.00318027585086009	0.131359600407381	-0.245114724245971	0.228751049243794	-0.126663367418251	-0.149491402476435	-0.245166639060878	-0.278797327959278
1:46501-46600	0.214671188701875	-0.306828669813287	0.121514849291233	0.205228588398722	-0.301344791887206	0.388834047490448	-0.00284394318782251	-0.244820929364682	-0.485160385596237	-0.533234575006571
1:47001-47100	-0.548659169972712	0.243722160738881	-0.218809311861552	-0.346791805920494	-0.116192752581217	0.359041517194733	0.241142374002997	0.332169463204222	-0.0302175557558229	0.017152944168863
1:47501-47600	-0.583992308502902	0.0982463169938161	0.598584678073838	-0.116948498685203	0.146401958228484	-0.0902137530018737	0.218273556356728	0.0540869068614496	-0.0525061157395397	-0.245831305962995
1:48001-48100	0.280140268538084	0.145243997853702	0.169233035848195	-0.0919164637922442	0.283025191572579	0.12097882667054	-0.232706973299819	-0.150139457564791	0.419285062996007	0.216437075484397
1:48501-48600	-0.0514804913986722	-0.355040997295381	-0.0230269665856574	0.298167807006195	0.170802182488014	-0.437064931707505	0.290647779405451	0.329343185975824	0.29020304547276	0.200642358211491
1:49001-49100	-0.0117564096291322	-0.0451832976178375	-0.275621923191199	0.0693318895480376	0.19110319838725	-0.525669442146799	0.169642428426491	-0.0164239744034688	0.0356727325246927	-0.496083706723818
1:49501-49600	-0.0172408072071476	0.208019115789099	-0.106780668472254	-0.08688135745032	-0.021358406050583	0.176590503472945	-0.032105311709106	0.0246850546934887	0.166951542591757	0.203927801691026
1:50001-50100	0.234705466491627	0.227112255654859	-0.059401713331127	0.204689000763071	-0.367638494245084	-0.0773597753567097	-0.0738511625622093	-0.140086730844923	0.0186010600811114	-0.133624321838751
1:50501-50600	0.110316922447227	-0.5146797048319	0.133356289706741	0.0954867280589536	0.460506858070596	0.387574937580003	0.541633809927059	-0.764588589654708	0.2380272527659	-0.0273290989078403
1:51001-51100	-0.129782214939095	-0.204270094095686	-0.126114932440845	0.0575486553944884	-0.531667735451733	0.0755008556870243	0.362831624991841	-0.177713143774577	-0.176010532146301	-0.0404480715091753
1:51501-51600	-0.615315058244855	-0.100711889746371	-0.200867022067305	-0.317037463005811	-0.409280142298267	-0.100451926612126	-0.0942700637621894	-0.0537868106883699	-0.333416217831059	-0.113635075438842
1:52001-52100	-0.0373501240895001	0.0988624278723469	-1.04115458634972	-0.0144416462491386	0.68894768317046	0.153921966947072	-0.351897137593003	0.405035980279571	0.389366060054419	0.294875613143542
1:52501-52600	-0.356477520203395	-0.214821480894147	-0.550991212452437	-0.087172182264532	-0.0314206677743862	-0.27218287178243	0.428684545870959	0.44141187603779	0.321097288064723	0.0135899387816061
1:53001-53100	-0.21675685375786	0.144074411976115	0.134710022957016	0.151595221972351	-0.128007782560222	0.341516196807957	-0.010476072799613	0.189759522488372	-0.00599960076437633	0.279211599506656
1:53501-53600	-0.295448976031659	0.126582301176889	0.18200540237643	0.23294685754705	0.156223818131414	0.18243239301109	-0.140131544572086	-0.266651384048961	0.117064470274946	0.000468886051174221
1:54001-54100	0.112664523534809	-0.12204601564814	0.155620542185737	0.109239747029377	-0.229809963198242	-0.45541089016145	0.154170420559491	0.206697884339968	0.137828353337309	-0.0629714213973361
1:54501-54600	-0.104407386756763	-0.211255675890276	0.227713271750245	-0.235111522818222	0.15626596515246	-0.214614854539404	-0.391728766445267	0.106553006423709	0.403485417531304	-0.227094540117239
1:55001-55100	-0.00525046709459662	0.0169394553234511	-0.607145739194341	0.0096352533517871	-0.14959099559075	-0.0281296134308595	0.508165717572907	0.212163830211875	0.204968965497121	0.277710341132388
1:55501-55600	-0.581050189045667	0.000214271226118758	-0.258352177396797	0.130292009080133	0.121493319070309	-0.22150880376277	-0.574000898270946	-0.382323777493769	0.638225877019092	-0.159964057624437
1:56001-56100	0.0797095904536818	0.305173916805711	-0.255544401239369	-0.0925977422929281	0.743642978431788	0.250804877652753	0.286411645536228	0.456264981530304	-0.0844898868245651	0.486173130717304
1:56501-56600	-0.0136632694569565	-0.270732193273191	0.236293112466766	0.484495032955774	-0.472329169652102	-0.493656721686362	-0.211038573094675	-0.0628993358691103	-0.150392941879589	-0.0399083589734437
1:57001-57100	0.157290657388538	-0.373171597206595	0.332798057572551	-0.490520060672699	0.175643648108639	0.245896261875966	-0.108470364457126	0.0770310339277124	-0.457875262618118	0.16994635184834
1:57501-57600	0.421808890846783	0.651591158328225	0.223967052632996	-0.0523178391517904	-0.000564845564761702	-0.0502357248879903	0.0092777673637211	0.269921920474404	-0.425770873359873	0.176818250382094
1:58001-58100	0.327763194522414	-0.243303785530415	-0.00994644817593067	-0.0210536242292053	0.289360207469619	-0.593380657640806	0.23286885474211	-0.481592539621022	-0.55527810324742	0.686238968633682
1:58501-58600	-0.202281204855087	0.331100045664054	-0.167904619931013	0.524697331403881	0.51590882216107	-0.355094805898379	0.452683135041775	0.241678477159941	-0.138770295749387	-0.240871108887058
1:59001-59100	-0.195961172133721	-0.0525883057223128	-0.0965311108632758	0.645484971359388	0.506693253837944	0.0538722968285033	0.306154593476966	-0.155412605938514	0.257250688779705	0.25377235806604
1:59501-59600	-0.274563835805556	-0.426338639723955	-0.316513153429511	-0.0629960437544036	-0.0188534956280725	0.369534014752877	0.139645905927422	-0.75579497984337	0.567924603340575	0.100050912617436
1:60001-60100	-0.163036635815457	-0.147737022502196	-0.16389782211999	0.201947840851402	-0.108812655390322	-0.13293880157492	-0.196970351379707	-0.227682141295548	0.30333082382117	-0.369777134234848
1:60501-60600	0.00307714575363228	-0.258081613420523	0.114352396889126	0.282559415377997	-0.339231358358227	0.00116345300202287	0.0665808460017699	0.124165309122902	0.113209403582949	0.211252624776466
1:61001-61100	0.413035437748455	-0.0348272203968116	-0.159009320023591	-0.608312405849531	-0.149838640015327	0.519472213988178	0.269140634509144	-0.809938597823331	-0.365659162064538	0.00581565433900951
1:61501-61600	0.425947440594121	-0.134903613726001	0.605163085253231	0.247824131297534	0.260171004967436	-0.162487968457475	0.196409297213332	-0.727073952337572	-0.281828842024478	0.0299234679266093
1:62001-62100	0.109151870866283	-0.436785581720652	-0.0396610284749201	0.16349406434122	0.504330376192175	-0.258269503875482	-0.149034246576868	-0.200839810594699	0.0246488989205786	0.225084022591228
1:62501-62600	-0.336208884753229	0.210451297375154	-0.373216406069538	0.774965346184438	0.27111917237004	0.302934130795775	-0.0752975642023922	-0.281015780629784	-0.0454980469261956	0.0810623308290005
1:63001-63100	-0.0910514334744107	-0.281112743691914	0.0572361683070322	-0.380809946248971	0.47265857090976	0.327525290472219	-0.0653249437877851	0.114358724937126	0.228313183243152	0.17283933113151
1:63501-63600	-0.198351948913955	-0.371289500546569	-0.100123927816999	-0.679076905151348	-0.00849360069901174	0.0213172999903914	0.0347736053234583	0.0679299993758819	-0.525086151477681	-0.499863135530154
1:64001-64100	-0.415169388175765	-0.132886651499697	-0.274482188103474	0.505461194871902	0.655140818048234	-0.236416404527119	0.0362124842581081	0.382332274657843	-0.365726040171177	0.221071922704346
1:64501-64600	0.240434403496435	0.931545013434981	0.187314710973965	0.399080037693303	-0.0478149950798793	0.336744187384852	0.0080388219250876	0.103753368159671	-0.411223624490126	0.28300509498063
1:65001-65100	0.00892695358994005	0.282054625983924	-0.00708462000896312	0.115291152612311	-0.435136442184655	-0.0315180885260751	0.490305506398804	0.114588853285612	-0.264925028406874	-0.434867959154505
1:65501-65600	-0.498581528454605	-0.530850793846535	0.00705304860661908	-0.141621917243584	-0.439047599847675	0.0815465257142731	-0.533702852086838	-0.161271593829789	-0.0922385828741288	-0.113243775789744
1:66001-66100	-0.0291945483778274	-0.0588983746461461	0.201842080564317	0.157783634442258	-0.0849233354169061	0.0192696115503196	0.0395670110230346	-0.221551182335877	0.157796831919504	-0.173566050083897
1:66501-66600	0.0993233044710946	0.290613549271923	0.230785345433181	0.0403275472974843	0.0452078883267338	-0.534722059352366	-0.104676137782072	-0.249812422787896	-0.0857686705571073	0.182726439287732
1:67001-67100	-0.00431202960195813	0.259340842450927	0.0110704575040033	-0.182726552104871	-0.384882007418969	0.186536930319011	0.141235617654611	0.174839876715543	0.103263174082717	-0.143908520401649
1:67501-67600	-0.624592758164079	-0.29013026233745	-0.171285228872855	-0.221248502062876	-0.053328444285469	0.0630004116067169	-0.176948711176742	0.430624127099326	0.0894954626745633	-0.398808226210103
1:68001-68100	0.146171496287574	0.401818368738193	0.444645434833728	-0.246465373889289	-0.0768046010832926	0.0700662731554508	-0.0198424423976996	-0.2145431844861	0.145060018651963	0.0921525628647083
1:68501-68600	0.00243592688757691	-0.0558606786624422	0.0257011074346755	-0.267105225381907	-0.0881324491246542	-0.120025649592067	-0.0853317790157124	-0.00459459537450084	0.125141080646346	-0.0819523068874072
1:69001-69100	0.287240688700386	0.36560355217866	-0.15473582316849	0.175821514778909	-0.102741266079425	-0.225016615216898	0.482434926150765	0.0927465860262393	0.184785640675744	-0.177643693326557
1:69501-69600	-0.0160429188049907	-0.253964557575432	0.342903195776276	-0.23265466750672	-0.272083957658566	-0.455644318521475	0.070950495747757	-0.158052242796719	0.403071305001527	0.394905214193383
1:70001-70100	-0.105346751319283	0.435330451728925	0.0586596620526036	0.46839510515275	0.0630320906504308	0.0404770504897215	0.605109027460226	-0.145878061070461	-0.254267795942506	0.0429041624326573
1:70501-70600	-0.048882845200441	0.0562565991777736	-0.0736299211692654	-0.250269320448313	-0.0524297671927041	0.0182898052719038	-0.225621662708027	0.162897285871403	-0.434453644777986	0.346320298186042
1:71001-71100	0.0547233767153771	0.651338069935949	-0.039716290170644	-0.265508644053777	0.0371864294725519	0.00999251634839869	-0.663059632285921	-0.0242130431994597	0.334927401592485	0.0488056872159541
1:71501-71600	0.34568374143845	-0.022790520799812	0.213658098838439	0.106003081384038	-0.220402001340981	0.326608045038978	-0.0662606514218192	0.201931006558134	-0.247444929860904	-0.0850713330889695
1:72001-72100	0.289112036657668	-0.0312437688025635	0.175806725161355	0.281559505346829	-0.730084996918104	0.331373798344361	0.00411198673527547	0.0165784702995268	0.325873399285536	-0.291098561679382
